id_cliente,idade,genero,pais,nivel_educacao,score_credito,tipo_conta,saldo_conta,saldo_normalizado,salario_anual,num_produtos,num_transacoes,tempo_cliente,cartao_credito,membro_ativo,ruido_1,ruido_2,ruido_3,churn
549,46,Feminino,Brasil,Graduação,543.0,Corrente,105827.37,0.29021710719997407,15811.32,1,19.0,18.9,1,1,-0.1344626555203447,94,C,0
550,34,Masculino,Brasil,Ensino Médio,794.0,Corrente,36500.3,-0.2732741667548122,39201.2,2,19.0,0.5,1,1,-0.10073426293003278,25,A,0
551,43,Feminino,Chile,Graduação,746.0,Poupança,76317.96,0.05036426134114711,32571.37,1,41.0,0.0,1,1,0.30257033493578345,85,B,0
552,40,Masculino,Brasil,Graduação,649.0,Poupança,259375.39,1.5382572941433286,33009.95,1,21.0,2.8,1,0,0.013004763983309435,86,B,0
553,56,Masculino,Argentina,Doutorado,666.0,Poupança,1711083.5412122689,-0.10350754489272025,,2,27.0,0.5,0,1,-0.043273188961116336,74,B,0
554,45,Masculino,Brasil,Pós-Graduação,627.0,Corrente,52785.06,-0.1409114380480034,29251.78,1,21.0,6.9,0,0,-0.5184019752547779,31,A,0
555,46,Masculino,Brasil,Graduação,701.0,Corrente,,-0.5222520881221069,,1,28.0,12.3,1,1,-1.574729373342093,47,C,0
556,37,Masculino,Brasil,Pós-Graduação,589.0,Corrente,1545.53,-0.5573869653787342,14013.25,1,24.0,2.8,1,1,-1.1185509595418555,60,A,1
557,36,Masculino,Brasil,Graduação,739.0,Corrente,57875.58,-0.09953562914835828,41090.25,1,20.0,1.5,1,1,0.7184797386806455,73,A,0
558,36,Feminino,Argentina,Graduação,627.0,Poupança,32409.63,-0.30652318261007083,25522.03,2,26.0,2.8,0,0,-0.30581946332629767,98,B,0
559,46,Masculino,Argentina,Doutorado,612.0,Corrente,19579.94,-0.41080306004532063,51406.6,2,29.0,6.4,1,0,-0.6640097777224797,41,C,0
560,36,Feminino,Brasil,Graduação,651.0,Corrente,48641.69,-0.17458880014863798,27704.09,1,22.0,0.0,1,0,-1.405728144418045,50,B,0
561,45,Masculino,Brasil,Graduação,596.0,Corrente,33776.33,-0.29541462827315734,52194.13,1,19.0,4.5,1,0,-1.7196471400903521,23,A,0
562,66,Feminino,Chile,Graduação,679.0,Poupança,140552.49,0.5724633078115509,44944.72,2,27.0,4.8,1,0,-0.7032068801281984,12,B,0
563,52,Masculino,Brasil,Graduação,601.0,Poupança,40268.83,-0.24264350876455199,133682.79,1,33.0,5.1,1,0,0.8880528540452571,71,A,0
564,38,Feminino,Brasil,Graduação,692.0,Poupança,14819.39,-0.44949686874407946,66060.8,1,22.0,1.4,0,1,-0.5570701936223185,96,A,0
565,56,Feminino,Argentina,Doutorado,759.0,Corrente,119157.27,0.3985626976409073,16256.0,1,24.0,6.3,0,1,0.4004855252414476,83,A,0
566,37,Masculino,Brasil,Graduação,585.0,Corrente,27985.53,-0.3424823215885878,22949.85,3,28.0,0.5,1,1,-0.6030598293979578,22,B,0
567,18,Feminino,Colombia,Pós-Graduação,638.0,Corrente,68312.23,-0.014706410138810966,50671.8,2,21.0,1.1,1,0,0.6388666960288489,56,C,0
568,29,Masculino,Argentina,Pós-Graduação,691.0,Corrente,20478.02,-0.4035034548072323,28059.74,2,23.0,10.5,0,1,-0.3517508018086691,16,B,0
569,19,Feminino,Brasil,Graduação,610.0,Corrente,16650.7,-0.4346119586374481,8258.34,2,30.0,6.7,1,1,-1.2318842455504964,58,A,0
570,37,Masculino,Brasil,Graduação,691.0,Corrente,40175.07,-0.2434055911927579,110164.26,2,21.0,0.1,1,1,-0.2689530678994436,72,B,0
571,42,Masculino,Brasil,Graduação,699.0,Poupança,36878.88,-0.270197063878637,75518.61,2,25.0,1.4,1,0,1.8340004182804073,94,A,1
572,62,Masculino,Brasil,Graduação,747.0,Premium,64588.55,-0.04497252677982803,67009.26,2,19.0,1.2,0,1,1.7898843155508546,51,C,0
573,45,Feminino,Colombia,,,Corrente,,-0.35611803749309706,,1,,1.6,1,1,0.48653330277936463,6,C,1
574,39,Masculino,Argentina,Doutorado,565.0,Poupança,4009.29,-0.537361493926979,63361.14,2,30.0,1.4,1,0,-0.1370588154137025,2,A,0
575,51,Feminino,Brasil,Pós-Graduação,622.0,Corrente,21604.81,-0.39434489188831034,32124.81,2,26.0,0.3,0,1,0.30390180209508344,62,C,0
576,18,Masculino,Brasil,Graduação,562.0,Poupança,94144.13,0.19525558940440713,55432.11,2,30.0,3.1,1,0,0.3168523387332896,98,A,0
577,44,Masculino,Brasil,Graduação,700.0,Poupança,25416.37,-0.3633644855310951,28216.16,1,28.0,6.6,1,0,-0.039886752367101534,93,B,0
578,51,Feminino,Brasil,Ensino Médio,545.0,Premium,27020.2,-0.35032853565023464,121755.85,1,22.0,4.7,1,1,0.440944019922617,42,B,0
579,24,Feminino,Argentina,Graduação,859.0,Corrente,118616.61,0.3941682065398641,19107.92,2,25.0,5.6,1,0,0.20822686215356342,43,C,0
580,55,Feminino,Argentina,Pós-Graduação,766.0,Corrente,15454.14,-0.44433761297078916,,2,21.0,0.4,1,0,-0.31597238536431355,52,C,0
581,46,Feminino,Brasil,Pós-Graduação,651.0,Corrente,5702.36,-0.5236002002332655,50178.88,3,29.0,15.1,1,0,-1.195256799383643,58,A,0
582,37,Feminino,Brasil,Graduação,728.0,Corrente,29948.74,-0.3265253266666795,36545.74,1,27.0,9.1,1,1,-0.46005924222016575,20,C,0
583,49,Feminino,Argentina,Graduação,502.0,Premium,20312.49,-0.40484888467434965,54187.3,2,21.0,8.2,1,0,0.7995188490735968,56,C,0
584,69,Masculino,Brasil,Graduação,877.0,Poupança,,-0.4773697734593185,,2,21.0,8.7,0,1,-0.03146222449536458,67,C,0
585,44,Masculino,Argentina,,,Poupança,,-0.33079521533998807,,3,,13.5,1,0,0.30028689158750516,59,A,0
586,44,Masculino,Brasil,,,Poupança,,-0.03756351849690561,,2,,3.9,1,1,-0.2830155277044124,48,B,0
587,36,Masculino,Argentina,Graduação,482.0,Premium,35912.97,-0.27804799218738663,28726.7,2,22.0,1.1,1,1,-1.0595975050106248,35,A,0
588,31,Masculino,Chile,Graduação,693.0,Corrente,52489.96,-0.14331001446186392,50684.63,2,12.0,4.8,1,0,-0.23862971487182286,8,A,0
589,51,Feminino,Chile,Ensino Médio,550.0,Corrente,320004.15,2.0310485978966675,145812.37,2,29.0,6.8,0,0,-1.0224559007493514,76,C,0
590,31,Masculino,Colombia,Ensino Médio,659.0,Poupança,24065.76,-0.3743422601509669,110040.84,4,30.0,6.7,1,0,-1.0862891736035514,32,B,0
591,42,Feminino,Colombia,Ensino Médio,601.0,Corrente,50717.1,-0.15771984225270352,84563.51,1,24.0,3.7,1,1,1.2056366088694095,93,A,0
592,36,Feminino,Argentina,Graduação,553.0,Corrente,19711.23,-0.409735933317514,79016.52,1,28.0,0.4,1,0,-0.42008600493421644,45,C,0
593,47,Masculino,Colombia,Graduação,577.0,Corrente,13152.52,-0.4630452085169418,74583.16,3,18.0,2.3,0,0,-0.7414847254600336,85,A,0
594,46,Masculino,Chile,Graduação,670.0,Poupança,17999.71,-0.4236471888371703,98248.27,2,22.0,12.7,0,0,1.6179596843809054,67,C,0
595,54,Feminino,Argentina,Graduação,534.0,Poupança,20444.92,-0.40377249201258236,37272.93,2,27.0,4.4,0,0,0.8149850354042416,27,B,0
596,35,Feminino,Brasil,Pós-Graduação,582.0,Corrente,55902.87,-0.11556984018660563,21740.85,2,27.0,3.9,1,0,-0.3715092255018381,3,B,0
597,38,Feminino,Brasil,Ensino Médio,709.0,Poupança,608584.44,4.376632729035365,51092.97,1,29.0,1.6,1,1,0.4276363255523683,57,C,0
598,30,Masculino,Chile,Graduação,884.0,Poupança,15378.84,-0.44494965229292976,30014.96,2,25.0,2.3,0,1,-0.23578831826070276,65,A,0
599,36,Feminino,Brasil,Doutorado,692.0,Premium,22027.56,-0.3909087747112194,26029.55,2,32.0,11.3,1,0,-0.6926796792795997,20,A,0
600,46,Masculino,Chile,Graduação,567.0,Poupança,33666.29,-0.2963090347407318,31819.44,1,24.0,5.5,1,1,0.47469122448500445,71,B,0
601,51,Feminino,Brasil,Pós-Graduação,616.0,Poupança,58393.43,-0.09532653800665152,217768.61,1,26.0,7.7,0,1,-0.32430188532020293,41,A,0
602,30,Feminino,Brasil,Graduação,652.0,Poupança,49824.44,-0.16497539366441727,53192.61,3,32.0,3.0,1,1,0.07549800899940326,1,C,0
603,52,Masculino,Argentina,Ensino Médio,618.0,Corrente,169552.0,0.8081716802260286,,1,29.0,5.0,1,1,1.0213632348996715,74,C,0
604,58,Masculino,Chile,Graduação,731.0,Corrente,1975.01,-0.5538961466792263,23542.96,3,36.0,1.4,1,1,0.9112131037953766,76,C,0
605,46,Masculino,Brasil,Graduação,669.0,Corrente,2070.79,-0.553117645666283,16215.91,1,26.0,6.1,1,1,-0.5500932918560765,4,B,0
606,64,Masculino,Chile,Ensino Médio,731.0,Corrente,20029.19,-0.4071515505437048,29988.47,2,22.0,2.8,1,1,0.48603160228708603,71,B,0
607,32,Feminino,Argentina,Graduação,621.0,Corrente,135504.51,0.5314332645528602,116182.48,3,26.0,2.9,1,0,-1.127856246145756,10,B,0
608,27,Masculino,Brasil,Pós-Graduação,769.0,Corrente,5548.16,-0.5248535397216331,59908.0,2,17.0,5.2,0,0,0.4504141613157049,86,C,0
609,20,Feminino,Brasil,Ensino Médio,635.0,Corrente,983.23,-0.5619573466647857,70203.75,1,29.0,13.8,0,0,0.14849530580110562,89,B,0
610,59,Masculino,Brasil,Graduação,562.0,Corrente,72071.6,0.015849795259273946,76354.3,2,33.0,0.3,1,1,0.3789793623634307,29,C,0
611,49,Feminino,Brasil,Graduação,845.0,Corrente,48649.1,-0.1745285715778935,34378.63,1,36.0,8.7,0,0,-0.29744475464423265,15,A,0
612,41,Feminino,Brasil,,485.0,Poupança,,-0.4901660282590379,,1,22.0,1.7,0,1,2.08407127365249,19,B,0
613,45,Feminino,Brasil,Pós-Graduação,583.0,Poupança,11129.48,-0.4794885024115416,33534.01,4,24.0,2.9,1,0,-0.9012997076203142,58,A,0
614,28,Masculino,Brasil,Pós-Graduação,593.0,Poupança,11342.45,-0.47775747964346343,113975.57,2,26.0,0.1,1,1,0.9715517109684616,53,A,0
615,71,Masculino,Chile,Graduação,875.0,Corrente,41466.55,-0.23290842593700528,63919.6,2,29.0,1.8,0,0,-1.0316983197683316,46,B,0
616,43,Feminino,Brasil,Ensino Médio,812.0,Corrente,17127.18,-0.4307391233623675,16757.03,1,17.0,3.5,0,1,0.5043441746293211,18,B,0
617,43,Masculino,Argentina,Graduação,784.0,Corrente,65701.48,-0.035926618110638686,31294.4,1,31.0,0.3,1,1,0.5757899772517827,3,A,1
618,50,Masculino,Brasil,Graduação,620.0,Corrente,,-0.560346699758074,,1,34.0,3.4,1,0,0.054975871562285256,70,A,0
619,47,Masculino,Chile,Pós-Graduação,868.0,Poupança,12987.96,-0.46438275421218034,98515.51,2,27.0,13.1,1,0,-0.4953244105437042,22,A,0
620,44,Feminino,Chile,Doutorado,683.0,Corrente,9402.54,-0.4935250918800346,48298.64,2,22.0,0.6,1,1,0.14113489074529878,55,C,0
621,32,Feminino,Brasil,,737.0,Poupança,,-0.3529371399005376,,2,25.0,7.2,0,0,0.26701033343017444,64,A,0
622,47,Feminino,Chile,Graduação,666.0,Poupança,19040.86,-0.41518470888701475,61417.38,3,25.0,2.6,0,1,1.7899364863062825,41,C,0
623,64,Masculino,Chile,Graduação,645.0,Corrente,94599.98,0.198960743786848,35514.68,1,30.0,5.3,0,1,-0.8723402853002961,95,B,0
624,58,Masculino,Argentina,Ensino Médio,627.0,Poupança,3900.25,-0.5382477723823071,20124.97,1,29.0,1.5,0,1,-0.5559134963140018,85,A,0
625,61,Feminino,Argentina,Graduação,631.0,Corrente,38353.07,-0.25821482950537694,134158.81,1,24.0,0.9,1,1,0.2847355570693363,8,B,0
626,35,Masculino,Brasil,Graduação,704.0,Corrente,70969.37,0.006890856321119052,52280.12,1,31.0,0.9,1,1,-0.2560537903952518,65,A,0
627,30,Masculino,Brasil,Doutorado,683.0,Poupança,337046.75,2.1695710594041544,41107.31,1,26.0,0.4,1,1,-0.10004103773060016,3,B,0
628,40,Feminino,Brasil,Graduação,647.0,Premium,20371.27,-0.4043711201145167,38574.44,4,17.0,1.0,1,1,1.0703518353637607,29,A,0
629,42,Masculino,Brasil,,,Poupança,,-0.1342676008379404,,1,,5.5,0,0,-2.820266503429235,70,C,0
630,55,Masculino,Brasil,Graduação,382.0,Premium,4168.72,-0.5360656449345635,22410.18,3,27.0,10.7,0,0,-0.5979493450178113,97,B,0
631,21,Masculino,Chile,Ensino Médio,695.0,Corrente,2058.33,-0.5532189206988709,105974.11,1,23.0,8.4,1,0,-1.7423692262512493,18,B,0
632,60,Masculino,Brasil,Ensino Médio,714.0,Corrente,100080.41,0.24350574594141813,36889.06,4,27.0,5.8,1,1,-1.1958164369040705,58,A,0
633,40,Masculino,Colombia,Ensino Médio,753.0,Corrente,36074.0,-0.2767391383753773,49674.18,2,25.0,0.6,1,0,2.40462449207247,1,C,1
634,36,Feminino,Brasil,Graduação,644.0,Corrente,149375.0,0.6441727771339792,14377.24,3,19.0,1.7,1,1,0.5981681339527561,22,C,0
635,29,Masculino,Brasil,Ensino Médio,668.0,Corrente,6987.77,-0.5131523720118475,22228.82,1,23.0,1.9,1,0,0.9515649250581041,95,C,0
636,22,Masculino,Brasil,Graduação,738.0,Poupança,67770.52,-0.019109435652712572,70677.85,2,34.0,1.4,0,1,-0.08052964978643137,23,A,0
637,51,Feminino,Brasil,Doutorado,784.0,Poupança,342005.26,2.2098738894071754,61489.83,3,18.0,3.6,0,0,0.7587138248319099,8,B,0
638,42,Feminino,Colombia,Graduação,622.0,Premium,60092.89,-0.08151330631468472,140368.32,1,23.0,3.8,0,0,-1.7665645075202492,29,A,1
639,26,Masculino,Chile,Pós-Graduação,674.0,Premium,50609.66,-0.15859311588843775,109729.53,1,31.0,2.2,1,0,1.0382984117696008,44,C,0
640,26,Feminino,Brasil,Ensino Médio,801.0,Corrente,36690.29,-0.27172992570815224,42683.74,1,20.0,2.2,0,0,-0.8198441185598999,62,C,0
641,37,Feminino,Colombia,Graduação,458.0,Premium,5513.43,-0.5251358255869445,65106.01,3,26.0,8.8,1,1,-0.5313158193259131,19,B,0
642,62,Masculino,Argentina,Graduação,587.0,Corrente,184736.82,0.9315940831427265,40539.74,2,20.0,7.8,1,1,0.5051510704546522,59,A,0
643,38,Masculino,Brasil,Pós-Graduação,781.0,Corrente,17447.83,-0.428132876235616,168196.11,2,23.0,1.8,1,0,0.3164467585822151,80,A,0
644,23,Masculino,Argentina,Ensino Médio,748.0,Poupança,66528.11,-0.029207759347543005,97675.77,1,24.0,12.3,0,1,0.08462004839354878,19,C,0
645,39,Feminino,Argentina,Graduação,697.0,Corrente,5565.59,-0.5247118684681815,54274.57,1,29.0,15.3,1,0,-1.3630961535803188,22,B,0
646,38,Masculino,Brasil,Graduação,609.0,Premium,8818.86,-0.4982692500679103,55283.89,3,26.0,2.0,1,0,0.09981366882164183,83,B,0
647,18,Masculino,Argentina,Graduação,570.0,Poupança,203232.29,1.081925489802384,116647.3,1,25.0,2.2,0,1,0.9605613534832284,68,C,0
648,41,Feminino,Brasil,Pós-Graduação,596.0,Premium,23938.35,-0.3753778501912582,69407.26,2,20.0,3.5,0,0,-0.532487096099794,5,A,0
649,39,Masculino,Brasil,Ensino Médio,789.0,Premium,207716.73,1.118375073039838,124888.52,3,32.0,14.2,1,1,1.3149370453402958,5,A,0
650,50,Feminino,Brasil,Graduação,593.0,Poupança,33061.45,-0.3012251816677376,13145.19,1,31.0,10.5,0,1,-0.8726919359140094,25,B,0
651,64,Feminino,Colombia,Pós-Graduação,659.0,Corrente,3982.73,-0.5375773739322387,64649.58,2,23.0,0.5,1,0,0.006547891718373756,24,B,1
652,55,Masculino,Argentina,,,Corrente,,0.29100593078847004,,1,24.0,2.5,1,1,1.5353277333766129,1,C,1
653,38,Feminino,Brasil,Graduação,725.0,Corrente,17892.36,-0.42451973095180234,140621.45,2,24.0,4.0,0,0,-0.6813999126996095,28,B,0
654,28,Masculino,Brasil,Ensino Médio,601.0,Corrente,83987.78,0.11270465222747615,123975.5,1,24.0,3.5,1,1,1.0539854833770739,47,A,1
655,72,Masculino,Brasil,Pós-Graduação,641.0,Poupança,,-0.2657099134379869,,2,32.0,1.1,1,1,1.9746523622218093,85,A,0
656,42,Masculino,Argentina,Doutorado,498.0,Corrente,5700.21,-0.5236176754595949,123177.12,1,26.0,9.8,0,1,0.17104406892415022,60,B,0
657,42,Feminino,Brasil,Graduação,504.0,Premium,44229.79,-0.21044877737775097,142895.48,2,28.0,5.6,0,0,-0.5270169873833069,19,C,0
658,41,Feminino,Chile,Pós-Graduação,650.0,Poupança,506595.32,3.547663912693818,51258.87,2,33.0,9.1,1,0,-0.7727388029500236,87,A,0
659,44,Masculino,Colombia,Graduação,530.0,Corrente,65616.58,-0.03661668635034301,216027.34,1,20.0,9.8,0,1,1.3046027033473253,14,A,0
660,40,Masculino,Argentina,Ensino Médio,839.0,Corrente,33893.51,-0.29446218779814487,48107.59,2,32.0,6.9,0,1,1.276694199339649,70,C,0
661,35,Masculino,Brasil,Ensino Médio,464.0,Corrente,131980.85,0.5027929129213327,43100.39,1,20.0,2.9,0,1,1.4493091228686754,96,B,0
662,35,Feminino,Brasil,Graduação,577.0,Corrente,46760.88,-0.18987604686145745,82415.07,2,21.0,4.7,0,0,-0.032838350655947084,96,A,0
663,41,Feminino,Brasil,Graduação,651.0,Poupança,46697.27,-0.19039306972043973,39645.22,1,24.0,0.9,1,1,1.037806941527105,8,A,1
664,35,Feminino,Argentina,Pós-Graduação,617.0,Corrente,9799.14,-0.4903015222231824,51596.23,2,24.0,5.6,1,1,-0.04883939112607021,37,C,0
665,33,Feminino,Argentina,Graduação,550.0,Poupança,48079.81,-0.17915576766954602,114194.76,1,30.0,1.0,1,0,-0.8830551216083591,86,B,0
666,43,Feminino,Brasil,Doutorado,563.0,Corrente,125810.5,0.45264023255784813,49589.35,1,28.0,5.9,1,1,1.124176785112353,72,C,0
667,38,Masculino,Brasil,Graduação,560.0,Poupança,13316.05,-0.4617160346743169,17729.57,1,37.0,1.3,1,0,1.6338702782782046,10,C,0
668,60,Masculino,Chile,Graduação,624.0,Poupança,200665.57,1.0610631582097574,61107.61,2,39.0,0.6,0,0,-1.0206019727813198,67,B,0
669,18,Feminino,Brasil,Graduação,825.0,Corrente,32531.13,-0.3055356291221547,32280.67,1,28.0,0.9,0,0,-1.03943096290067,13,A,1
670,55,Masculino,Brasil,Graduação,657.0,Corrente,12514.92,-0.4682276291251339,82385.33,3,20.0,0.0,1,1,0.03998193423012464,39,C,0
671,56,Masculino,Argentina,Pós-Graduação,756.0,Poupança,120229.6,0.40727860901290003,,3,17.0,6.3,1,1,0.956128605741,64,A,0
672,18,Feminino,Brasil,Ensino Médio,695.0,Premium,25741.17,-0.3607245071535217,118520.38,1,27.0,6.6,1,1,-1.1338191937539535,30,A,0
673,37,Feminino,Argentina,Doutorado,750.0,Corrente,90347.43,0.1643959653091707,84501.06,2,27.0,3.6,0,0,0.22701573695590588,4,A,1
674,37,Masculino,Chile,Doutorado,398.0,Corrente,25588.28,-0.36196719894584684,94291.52,1,26.0,0.9,0,0,-0.5904269540597518,45,A,0
675,25,Feminino,Argentina,,,Corrente,,-0.29522427022635084,,1,,0.4,1,1,0.7008290998250021,6,C,1
676,32,Feminino,Brasil,Graduação,767.0,Corrente,65661.78,-0.03624930019681373,79410.98,2,41.0,0.1,1,1,-0.7978868214958904,16,B,0
677,28,Masculino,Brasil,Ensino Médio,598.0,Corrente,51486.58,-0.15146549938947954,159702.94,2,22.0,0.9,1,1,0.7718030002741793,22,A,0
678,63,Masculino,Brasil,Graduação,808.0,Corrente,3312.18,-0.5430276125439437,32429.05,2,28.0,11.1,0,0,-0.1582148108177082,91,A,0
679,53,Masculino,Brasil,,,Poupança,,-0.4930826841734727,,1,,1.4,1,1,-0.9371405236810427,21,A,1
680,57,Masculino,Colombia,Graduação,607.0,Corrente,110778.94,0.33046352879800645,,1,28.0,2.2,0,1,0.06368995542688848,93,B,0
681,50,Feminino,Argentina,Ensino Médio,604.0,Corrente,30990.5,-0.3180578886290539,29401.98,1,23.0,0.6,0,1,-1.9379733144883526,65,A,0
682,28,Masculino,Brasil,Pós-Graduação,558.0,Corrente,19370.81,-0.41250287124637336,58554.91,2,20.0,1.3,1,1,-0.5590945721049398,30,B,0
683,35,Masculino,Colombia,Graduação,593.0,Premium,7113.23,-0.5121326315954363,75323.41,2,23.0,3.7,1,1,0.3374010703246616,24,C,0
684,47,Masculino,Argentina,Ensino Médio,539.0,Corrente,9939.94,-0.48915709809891417,84715.18,2,29.0,4.7,1,1,-1.7717547790318953,64,B,0
685,27,Masculino,Brasil,Graduação,688.0,Premium,3209.41,-0.5438629283624881,27527.55,1,23.0,1.4,1,1,-2.5711368531054113,13,A,0
686,50,Masculino,Brasil,Doutorado,518.0,Poupança,32159.5,-0.3085562423132187,63622.6,1,29.0,0.3,1,1,-2.3393673198131673,94,C,0
687,39,Feminino,Brasil,Graduação,704.0,Corrente,17709.83,-0.42600333702710547,32489.34,1,21.0,2.5,1,0,1.32712855550037,26,B,1
688,37,Masculino,Colombia,Graduação,706.0,Corrente,11385.48,-0.47740773127650843,20063.28,1,19.0,1.3,0,1,-0.07675901276272937,98,A,1
689,50,Feminino,Brasil,Pós-Graduação,500.0,Poupança,33464.88,-0.29794609768724367,28078.47,1,21.0,1.2,1,1,-0.5324653940071872,20,C,0
690,47,Feminino,Chile,Pós-Graduação,789.0,Poupança,1576911.8098261068,-0.11311241696408247,31240.16,3,24.0,16.1,1,0,0.9451547356668297,61,C,0
691,37,Masculino,Brasil,Pós-Graduação,696.0,Poupança,447681.59,3.0688123937831198,67034.12,3,24.0,4.8,0,1,-0.40444968246911106,6,B,0
692,55,Feminino,Chile,Ensino Médio,717.0,Poupança,5917.92,-0.5218481259134696,97863.43,2,24.0,4.1,1,1,0.268461899866732,43,A,0
693,29,Feminino,Brasil,Pós-Graduação,581.0,Poupança,145984.72,0.6166165397758531,20253.36,2,26.0,2.7,1,0,0.025755350923262824,49,B,0
694,49,Masculino,Colombia,Graduação,706.0,Corrente,116742.03,0.3789315973433387,,1,19.0,2.8,1,1,-0.47099942075297796,9,C,0
695,49,Masculino,Chile,Pós-Graduação,751.0,Poupança,14258.22,-0.4540580653762926,24196.93,3,20.0,3.9,1,0,0.2941458838891059,37,C,0
696,38,Feminino,Brasil,Graduação,641.0,Poupança,46345.67,-0.19325087882621186,71499.89,1,22.0,6.0,0,1,0.7732612214201445,16,A,0
697,45,Feminino,Argentina,Pós-Graduação,830.0,Corrente,20969.83,-0.39950601710441724,33737.38,3,14.0,6.1,1,0,-0.18490661701698782,4,C,0
698,26,Masculino,Argentina,Doutorado,653.0,Poupança,45379.98,-0.20110001897226729,26087.27,2,28.0,0.9,1,1,-0.4605555731546149,32,A,0
699,53,Masculino,Chile,Ensino Médio,752.0,Poupança,222116.48,1.2354164173823932,79205.32,1,30.0,3.5,0,1,-0.3425124079994532,84,B,0
700,39,Masculino,Brasil,Doutorado,676.0,Corrente,75111.39,0.040557245605221295,34470.06,3,26.0,2.7,1,1,-2.2979125327857317,93,C,0
701,35,Masculino,Brasil,Ensino Médio,702.0,Corrente,66858.25,-0.02652437738457482,40555.29,1,25.0,10.2,1,1,0.2830595465089119,95,C,0
702,54,Feminino,Chile,Ensino Médio,499.0,Corrente,21668.8,-0.39382478038467444,,2,25.0,5.0,0,0,-1.2091112889885514,17,A,0
703,33,Masculino,Argentina,Graduação,683.0,Corrente,6118.87,-0.520214801852591,86502.69,2,24.0,3.8,1,1,0.629718724118924,41,A,0
704,25,Masculino,Brasil,Doutorado,583.0,Corrente,28277.96,-0.3401054469674247,80221.36,1,20.0,0.6,1,0,-0.09042410067529387,89,B,1
705,23,Masculino,Chile,Graduação,573.0,Corrente,154496.97,0.6858042120187681,49181.59,1,22.0,4.7,0,1,0.10512109653044063,45,A,0
706,49,Masculino,Brasil,Graduação,806.0,Corrente,5810.36,-0.5227223749106733,19603.27,2,30.0,0.6,1,1,0.7003291706062024,16,C,0
707,26,Masculino,Argentina,Graduação,630.0,Corrente,10238.32,-0.48673186180488603,101277.7,2,37.0,2.1,1,1,-0.9265237663409348,20,B,0
708,63,Masculino,Brasil,Doutorado,559.0,Premium,42256.83,-0.22648502041905988,32867.58,1,33.0,0.8,0,1,0.3692484433509569,42,B,0
709,18,Masculino,Brasil,Pós-Graduação,617.0,Corrente,11141.3,-0.4793924293067912,37346.26,3,28.0,5.9,1,0,0.2676210525626648,10,B,1
710,62,Feminino,Brasil,Ensino Médio,532.0,Corrente,14030.26,-0.45591092704794167,196266.05,1,20.0,1.2,0,0,-0.18478083264279324,52,A,0
711,44,Feminino,Brasil,Graduação,779.0,Corrente,21844.0,-0.39240075263913615,32138.76,1,28.0,2.5,0,1,-0.9281862007635379,60,A,1
712,40,Masculino,Brasil,Ensino Médio,587.0,Poupança,7053.36,-0.5126192556886177,76521.42,1,30.0,11.3,0,1,0.5952383640551641,48,C,0
713,35,Masculino,Brasil,Graduação,697.0,Corrente,11283.02,-0.47824052741125644,,1,30.0,1.1,1,0,0.7034545444193161,23,B,0
714,46,Masculino,Brasil,Ensino Médio,772.0,Corrente,84466.77,0.11659788881329473,61951.27,1,19.0,3.5,1,0,0.11360202597788406,33,B,0
715,41,Masculino,Brasil,Graduação,604.0,Corrente,7564.01,-0.5084686862350837,58058.15,4,24.0,2.7,1,1,-1.0703024157146448,77,B,0
716,55,Masculino,Argentina,Pós-Graduação,697.0,Premium,5337.72,-0.5265639986187284,61441.03,1,29.0,0.1,0,0,-0.5274490329254542,25,C,0
717,43,Masculino,Brasil,Graduação,557.0,Poupança,17051.1,-0.43135750253406024,57708.77,1,23.0,7.9,1,1,-0.06033272242006658,50,A,0
718,43,Feminino,Brasil,Graduação,870.0,Corrente,87408.39,0.14050741219703033,47517.29,1,22.0,0.4,0,1,0.6884945499820935,88,B,1
719,37,Masculino,Argentina,Graduação,734.0,Corrente,28672.5,-0.3368986210157997,121390.74,2,29.0,3.2,0,1,-1.5834894011131166,70,A,0
720,41,Masculino,Chile,Ensino Médio,632.0,Corrente,20795.72,-0.4009211853166072,22301.38,3,27.0,4.1,0,0,-0.5638034643043767,79,A,0
721,45,Feminino,Argentina,Graduação,580.0,Corrente,38300.97,-0.2586382989434052,,1,18.0,5.0,0,0,-0.40267255994220236,55,A,1
722,21,Feminino,Brasil,Graduação,639.0,Poupança,4470.03,-0.533616593564654,80290.4,1,28.0,5.8,1,1,-0.08322157940302932,98,A,0
723,25,Masculino,Chile,Pós-Graduação,619.0,Corrente,65752.09,-0.035515259410857314,74536.15,1,32.0,1.5,0,1,-1.3013252840248468,68,A,0
724,50,Masculino,Colombia,Graduação,825.0,Poupança,57533.46,-0.10231638469803625,95816.26,1,20.0,0.1,0,0,-0.2175327783733332,78,C,0
725,44,Masculino,Brasil,Graduação,539.0,Corrente,22221.82,-0.38932982705226804,46371.5,1,25.0,6.4,1,0,-0.31048356431258967,4,A,0
726,39,Masculino,Colombia,Pós-Graduação,662.0,Poupança,121431.96,0.4170514058172692,15972.37,1,37.0,3.8,0,0,-1.0375918714896566,28,B,0
727,42,Masculino,Brasil,Pós-Graduação,648.0,Corrente,9386.28,-0.4936572533591582,46939.95,1,28.0,9.0,1,1,-0.11796758416868414,29,B,0
728,46,Masculino,Brasil,Pós-Graduação,639.0,Corrente,140574.21,0.5726398482375388,27045.7,2,31.0,8.6,1,1,-0.5411690967855018,82,B,0
